,0,1,2
61,"[19.548575142493583, -99.37652508939676]","[19.576540463402644, -99.28658210802875]",3748
62,"[19.548575142493583, -99.37652508939676]","[19.465912208007513, -99.39932426541715]",4506
63,"[19.548575142493583, -99.37652508939676]","[19.483650773936038, -99.35386434085099]",2088
64,"[19.548575142493583, -99.37652508939676]","[19.474512134238832, -99.38042490106275]",2232
65,"[19.558083310147587, -99.36167145413054]","[19.46402657190602, -99.40537685887924]",5406
66,"[19.558083310147587, -99.36167145413054]","[19.513652688390795, -99.42268188847717]",3060
67,"[19.558083310147587, -99.36167145413054]","[19.533143078706075, -99.24848762553006]",3693
68,"[19.558083310147587, -99.36167145413054]","[19.52439810239925, -99.27650785811961]",3242
69,"[19.558083310147587, -99.36167145413054]","[19.43308341504041, -99.33368387654899]",3797
70,"[19.558083310147587, -99.36167145413054]","[19.468374993447767, -99.33004489823131]",4217
71,"[19.558083310147587, -99.36167145413054]","[19.576540463402644, -99.28658210802875]",3736
72,"[19.558083310147587, -99.36167145413054]","[19.465912208007513, -99.39932426541715]",5406
73,"[19.558083310147587, -99.36167145413054]","[19.483650773936038, -99.35386434085099]",3961
74,"[19.558083310147587, -99.36167145413054]","[19.474512134238832, -99.38042490106275]",3974
75,"[19.46402657190602, -99.40537685887924]","[19.513652688390795, -99.42268188847717]",4113
76,"[19.46402657190602, -99.40537685887924]","[19.533143078706075, -99.24848762553006]",3506
77,"[19.46402657190602, -99.40537685887924]","[19.52439810239925, -99.27650785811961]",2866
78,"[19.46402657190602, -99.40537685887924]","[19.43308341504041, -99.33368387654899]",1707
79,"[19.46402657190602, -99.40537685887924]","[19.468374993447767, -99.33004489823131]",2492
80,"[19.46402657190602, -99.40537685887924]","[19.576540463402644, -99.28658210802875]",4160
81,"[19.46402657190602, -99.40537685887924]","[19.465912208007513, -99.39932426541715]",0
82,"[19.46402657190602, -99.40537685887924]","[19.483650773936038, -99.35386434085099]",3323
83,"[19.46402657190602, -99.40537685887924]","[19.474512134238832, -99.38042490106275]",1179
84,"[19.513652688390795, -99.42268188847717]","[19.533143078706075, -99.24848762553006]",3506
85,"[19.513652688390795, -99.42268188847717]","[19.52439810239925, -99.27650785811961]",1983
86,"[19.513652688390795, -99.42268188847717]","[19.43308341504041, -99.33368387654899]",2204
87,"[19.513652688390795, -99.42268188847717]","[19.468374993447767, -99.33004489823131]",2392
88,"[19.513652688390795, -99.42268188847717]","[19.576540463402644, -99.28658210802875]",3277
89,"[19.513652688390795, -99.42268188847717]","[19.465912208007513, -99.39932426541715]",3814
90,"[19.513652688390795, -99.42268188847717]","[19.483650773936038, -99.35386434085099]",1395
91,"[19.513652688390795, -99.42268188847717]","[19.474512134238832, -99.38042490106275]",1539
92,"[19.533143078706075, -99.24848762553006]","[19.52439810239925, -99.27650785811961]",1983
93,"[19.533143078706075, -99.24848762553006]","[19.43308341504041, -99.33368387654899]",2204
94,"[19.533143078706075, -99.24848762553006]","[19.468374993447767, -99.33004489823131]",2392
95,"[19.533143078706075, -99.24848762553006]","[19.576540463402644, -99.28658210802875]",1953
96,"[19.533143078706075, -99.24848762553006]","[19.465912208007513, -99.39932426541715]",3257
97,"[19.533143078706075, -99.24848762553006]","[19.483650773936038, -99.35386434085099]",1812
98,"[19.533143078706075, -99.24848762553006]","[19.474512134238832, -99.38042490106275]",2519
99,"[19.52439810239925, -99.27650785811961]","[19.43308341504041, -99.33368387654899]",1647
100,"[19.52439810239925, -99.27650785811961]","[19.468374993447767, -99.33004489823131]",1555
101,"[19.52439810239925, -99.27650785811961]","[19.576540463402644, -99.28658210802875]",1820
102,"[19.52439810239925, -99.27650785811961]","[19.465912208007513, -99.39932426541715]",2744
103,"[19.52439810239925, -99.27650785811961]","[19.483650773936038, -99.35386434085099]",1299
104,"[19.52439810239925, -99.27650785811961]","[19.474512134238832, -99.38042490106275]",2006
105,"[19.43308341504041, -99.33368387654899]","[19.468374993447767, -99.33004489823131]",1726
106,"[19.43308341504041, -99.33368387654899]","[19.576540463402644, -99.28658210802875]",2525
107,"[19.43308341504041, -99.33368387654899]","[19.465912208007513, -99.39932426541715]",1669
108,"[19.43308341504041, -99.33368387654899]","[19.483650773936038, -99.35386434085099]",1688
109,"[19.43308341504041, -99.33368387654899]","[19.474512134238832, -99.38042490106275]",2395
110,"[19.468374993447767, -99.33004489823131]","[19.576540463402644, -99.28658210802875]",2836
111,"[19.468374993447767, -99.33004489823131]","[19.465912208007513, -99.39932426541715]",2341
112,"[19.468374993447767, -99.33004489823131]","[19.483650773936038, -99.35386434085099]",1712
113,"[19.468374993447767, -99.33004489823131]","[19.474512134238832, -99.38042490106275]",2419
114,"[19.576540463402644, -99.28658210802875]","[19.465912208007513, -99.39932426541715]",2341
115,"[19.576540463402644, -99.28658210802875]","[19.483650773936038, -99.35386434085099]",2629
116,"[19.576540463402644, -99.28658210802875]","[19.474512134238832, -99.38042490106275]",3337
117,"[19.465912208007513, -99.39932426541715]","[19.483650773936038, -99.35386434085099]",2629
118,"[19.465912208007513, -99.39932426541715]","[19.474512134238832, -99.38042490106275]",3337
119,"[19.483650773936038, -99.35386434085099]","[19.474512134238832, -99.38042490106275]",3337
