,0,1,2
714,"[19.388703464526824, -99.32040873553096]","[19.527845824899295, -98.88916567643976]",5857
715,"[19.388703464526824, -99.32040873553096]","[19.433791636511348, -99.03026835731171]",5142
716,"[19.388703464526824, -99.32040873553096]","[19.497206150321375, -99.09281546705141]",4299
717,"[19.388703464526824, -99.32040873553096]","[19.309437134330768, -99.16548155568837]",3962
718,"[19.388703464526824, -99.32040873553096]","[19.24660725229904, -98.91261159582325]",6366
719,"[19.388703464526824, -99.32040873553096]","[19.216767628615436, -99.20382009440948]",5759
720,"[19.388703464526824, -99.32040873553096]","[19.24366307743769, -99.37410378989058]",2444
721,"[19.388703464526824, -99.32040873553096]","[19.230187704759373, -99.19245863465683]",5175
722,"[19.388703464526824, -99.32040873553096]","[19.288005908707827, -99.13134020603029]",4012
723,"[19.388703464526824, -99.32040873553096]","[19.31276644796084, -99.25649244905321]",4122
724,"[19.388703464526824, -99.32040873553096]","[19.54353502594405, -99.15314941659909]",4087
725,"[19.388703464526824, -99.32040873553096]","[19.443585462844418, -99.19964300755342]",2673
726,"[19.388703464526824, -99.32040873553096]","[19.400198487232096, -99.253841107874]",2530
727,"[19.388703464526824, -99.32040873553096]","[19.210003017001746, -99.37239974791837]",4319
728,"[19.388703464526824, -99.32040873553096]","[19.371642414581164, -99.2880756962674]",2082
729,"[19.388703464526824, -99.32040873553096]","[19.513652688390795, -99.42268188847717]",3663
730,"[19.388703464526824, -99.32040873553096]","[19.394717011022145, -99.06394165309631]",4310
731,"[19.388703464526824, -99.32040873553096]","[19.533143078706075, -99.24848762553006]",3056
732,"[19.388703464526824, -99.32040873553096]","[19.32225543254924, -99.16119649805853]",4138
733,"[19.388703464526824, -99.32040873553096]","[19.283233143613977, -99.38244708305169]",2137
734,"[19.388703464526824, -99.32040873553096]","[19.21726790349794, -99.32291114051043]",5422
735,"[19.388703464526824, -99.32040873553096]","[19.576890751979587, -99.05542416734598]",4936
736,"[19.388703464526824, -99.32040873553096]","[19.52439810239925, -99.27650785811961]",2415
737,"[19.388703464526824, -99.32040873553096]","[19.224898463487445, -99.24117238947034]",5383
738,"[19.388703464526824, -99.32040873553096]","[19.34732888152316, -99.26713604804236]",3022
739,"[19.388703464526824, -99.32040873553096]","[19.28635405427697, -99.01378764315798]",5452
740,"[19.388703464526824, -99.32040873553096]","[19.53511504704348, -98.97984672757082]",6159
741,"[19.388703464526824, -99.32040873553096]","[19.250817894650115, -99.25583556469013]",4972
742,"[19.388703464526824, -99.32040873553096]","[19.43308341504041, -99.33368387654899]",2195
743,"[19.388703464526824, -99.32040873553096]","[19.38101255009176, -99.19348543899147]",3313
744,"[19.388703464526824, -99.32040873553096]","[19.40159581833263, -99.13649229548915]",3819
745,"[19.388703464526824, -99.32040873553096]","[19.299795680691915, -99.19771371374877]",3482
746,"[19.388703464526824, -99.32040873553096]","[19.373737396301504, -99.21457092202904]",3672
747,"[19.388703464526824, -99.32040873553096]","[19.33954768146602, -99.37505054799445]",2003
748,"[19.388703464526824, -99.32040873553096]","[19.468374993447767, -99.33004489823131]",3129
749,"[19.388703464526824, -99.32040873553096]","[19.373907586588626, -98.9863277974932]",5289
750,"[19.388703464526824, -99.32040873553096]","[19.31523404548342, -98.92532990607914]",6056
751,"[19.388703464526824, -99.32040873553096]","[19.212677047683112, -99.302143970052]",5457
752,"[19.388703464526824, -99.32040873553096]","[19.218224670083124, -98.9957387869367]",7067
753,"[19.388703464526824, -99.32040873553096]","[19.57736498006908, -99.07914036065755]",5597
754,"[19.388703464526824, -99.32040873553096]","[19.573237731013197, -99.13951920436632]",5090
755,"[19.388703464526824, -99.32040873553096]","[19.541044713648574, -99.21832894438758]",3160
756,"[19.388703464526824, -99.32040873553096]","[19.328139833987972, -99.26328027892764]",3800
757,"[19.388703464526824, -99.32040873553096]","[19.260036669744057, -99.39534166191987]",3332
758,"[19.388703464526824, -99.32040873553096]","[19.576540463402644, -99.28658210802875]",3710
759,"[19.388703464526824, -99.32040873553096]","[19.238716305928236, -98.8937882130366]",6238
760,"[19.388703464526824, -99.32040873553096]","[19.465912208007513, -99.39932426541715]",2922
761,"[19.388703464526824, -99.32040873553096]","[19.431952396894207, -99.11159226862561]",4126
762,"[19.388703464526824, -99.32040873553096]","[19.293661871392363, -99.29865490593097]",3080
763,"[19.388703464526824, -99.32040873553096]","[19.3065061616201, -99.39325293491389]",2066
764,"[19.388703464526824, -99.32040873553096]","[19.262283454737926, -99.0840595002207]",5137
765,"[19.388703464526824, -99.32040873553096]","[19.267786613473948, -99.28242028807253]",4898
766,"[19.388703464526824, -99.32040873553096]","[19.328031981687346, -99.21520730064226]",3365
767,"[19.388703464526824, -99.32040873553096]","[19.306508838764096, -99.14526157993895]",4075
768,"[19.388703464526824, -99.32040873553096]","[19.33869584784552, -98.99391380497931]",5346
769,"[19.388703464526824, -99.32040873553096]","[19.495324153398418, -99.20701076318234]",3177
770,"[19.388703464526824, -99.32040873553096]","[19.483650773936038, -99.35386434085099]",2873
771,"[19.388703464526824, -99.32040873553096]","[19.485792124760632, -98.98047408784863]",5475
772,"[19.388703464526824, -99.32040873553096]","[19.474512134238832, -99.38042490106275]",3580
773,"[19.388703464526824, -99.32040873553096]","[19.226021457671923, -99.06484388336412]",6021
774,"[19.348982397554433, -99.41006897111343]","[19.390355974676364, -99.0435674876742]",4761
775,"[19.348982397554433, -99.41006897111343]","[19.401774570971646, -99.13377210325966]",4077
776,"[19.348982397554433, -99.41006897111343]","[19.351671178252396, -98.94924235289035]",5796
777,"[19.348982397554433, -99.41006897111343]","[19.548575142493583, -99.37652508939676]",5117
778,"[19.348982397554433, -99.41006897111343]","[19.305285452158095, -99.39848815802986]",1663
779,"[19.348982397554433, -99.41006897111343]","[19.558083310147587, -99.36167145413054]",6044
780,"[19.348982397554433, -99.41006897111343]","[19.426591104675204, -99.04418893786857]",5029
781,"[19.348982397554433, -99.41006897111343]","[19.23446706792206, -98.89768460764665]",7181
782,"[19.348982397554433, -99.41006897111343]","[19.40323083429086, -99.21244696325431]",3229
783,"[19.348982397554433, -99.41006897111343]","[19.200480785694886, -99.06857299540648]",6123
784,"[19.348982397554433, -99.41006897111343]","[19.344505860824373, -99.41412558420897]",1719
785,"[19.348982397554433, -99.41006897111343]","[19.215753641338598, -99.28784104799603]",5669
786,"[19.348982397554433, -99.41006897111343]","[19.24683845748336, -99.16126488643575]",4370
787,"[19.348982397554433, -99.41006897111343]","[19.46402657190602, -99.40537685887924]",2445
788,"[19.348982397554433, -99.41006897111343]","[19.51300807969795, -99.09908971871336]",4555
789,"[19.348982397554433, -99.41006897111343]","[19.395573146114494, -99.02745525551764]",5106
790,"[19.348982397554433, -99.41006897111343]","[19.331528330318065, -98.95977721631968]",5900
791,"[19.348982397554433, -99.41006897111343]","[19.403378299014182, -98.90786505654526]",6782
792,"[19.348982397554433, -99.41006897111343]","[19.302691102166445, -99.1503164683647]",3902
793,"[19.348982397554433, -99.41006897111343]","[19.55346843309786, -99.09301184954363]",5899
794,"[19.348982397554433, -99.41006897111343]","[19.368244338285994, -99.18597834552118]",3626
795,"[19.348982397554433, -99.41006897111343]","[19.527845824899295, -98.88916567643976]",6353
796,"[19.348982397554433, -99.41006897111343]","[19.433791636511348, -99.03026835731171]",5424
797,"[19.348982397554433, -99.41006897111343]","[19.497206150321375, -99.09281546705141]",4872
798,"[19.348982397554433, -99.41006897111343]","[19.309437134330768, -99.16548155568837]",3732
799,"[19.348982397554433, -99.41006897111343]","[19.24660725229904, -98.91261159582325]",6647
800,"[19.348982397554433, -99.41006897111343]","[19.216767628615436, -99.20382009440948]",5529
801,"[19.348982397554433, -99.41006897111343]","[19.24366307743769, -99.37410378989058]",2208
802,"[19.348982397554433, -99.41006897111343]","[19.230187704759373, -99.19245863465683]",4945
803,"[19.348982397554433, -99.41006897111343]","[19.288005908707827, -99.13134020603029]",3782
804,"[19.348982397554433, -99.41006897111343]","[19.31276644796084, -99.25649244905321]",3892
805,"[19.348982397554433, -99.41006897111343]","[19.54353502594405, -99.15314941659909]",4965
806,"[19.348982397554433, -99.41006897111343]","[19.443585462844418, -99.19964300755342]",3550
807,"[19.348982397554433, -99.41006897111343]","[19.400198487232096, -99.253841107874]",3000
808,"[19.348982397554433, -99.41006897111343]","[19.210003017001746, -99.37239974791837]",4083
809,"[19.348982397554433, -99.41006897111343]","[19.371642414581164, -99.2880756962674]",2881
810,"[19.348982397554433, -99.41006897111343]","[19.513652688390795, -99.42268188847717]",4540
811,"[19.348982397554433, -99.41006897111343]","[19.394717011022145, -99.06394165309631]",4592
812,"[19.348982397554433, -99.41006897111343]","[19.533143078706075, -99.24848762553006]",3934
813,"[19.348982397554433, -99.41006897111343]","[19.32225543254924, -99.16119649805853]",3908
814,"[19.348982397554433, -99.41006897111343]","[19.283233143613977, -99.38244708305169]",1901
815,"[19.348982397554433, -99.41006897111343]","[19.21726790349794, -99.32291114051043]",5186
816,"[19.348982397554433, -99.41006897111343]","[19.576890751979587, -99.05542416734598]",5592
817,"[19.348982397554433, -99.41006897111343]","[19.52439810239925, -99.27650785811961]",3293
818,"[19.348982397554433, -99.41006897111343]","[19.224898463487445, -99.24117238947034]",5153
819,"[19.348982397554433, -99.41006897111343]","[19.34732888152316, -99.26713604804236]",2792
820,"[19.348982397554433, -99.41006897111343]","[19.28635405427697, -99.01378764315798]",5222
821,"[19.348982397554433, -99.41006897111343]","[19.53511504704348, -98.97984672757082]",6655
822,"[19.348982397554433, -99.41006897111343]","[19.250817894650115, -99.25583556469013]",4742
823,"[19.348982397554433, -99.41006897111343]","[19.43308341504041, -99.33368387654899]",2726
824,"[19.348982397554433, -99.41006897111343]","[19.38101255009176, -99.19348543899147]",3594
825,"[19.348982397554433, -99.41006897111343]","[19.40159581833263, -99.13649229548915]",4100
826,"[19.348982397554433, -99.41006897111343]","[19.299795680691915, -99.19771371374877]",3252
827,"[19.348982397554433, -99.41006897111343]","[19.373737396301504, -99.21457092202904]",3859
828,"[19.348982397554433, -99.41006897111343]","[19.33954768146602, -99.37505054799445]",1849
829,"[19.348982397554433, -99.41006897111343]","[19.468374993447767, -99.33004489823131]",3511
830,"[19.348982397554433, -99.41006897111343]","[19.373907586588626, -98.9863277974932]",5570
831,"[19.348982397554433, -99.41006897111343]","[19.31523404548342, -98.92532990607914]",6338
832,"[19.348982397554433, -99.41006897111343]","[19.212677047683112, -99.302143970052]",5221
833,"[19.348982397554433, -99.41006897111343]","[19.218224670083124, -98.9957387869367]",6837
834,"[19.348982397554433, -99.41006897111343]","[19.57736498006908, -99.07914036065755]",6254
835,"[19.348982397554433, -99.41006897111343]","[19.573237731013197, -99.13951920436632]",5967
836,"[19.348982397554433, -99.41006897111343]","[19.541044713648574, -99.21832894438758]",4037
837,"[19.348982397554433, -99.41006897111343]","[19.328139833987972, -99.26328027892764]",3570
838,"[19.348982397554433, -99.41006897111343]","[19.260036669744057, -99.39534166191987]",3096
839,"[19.348982397554433, -99.41006897111343]","[19.576540463402644, -99.28658210802875]",4587
840,"[19.348982397554433, -99.41006897111343]","[19.238716305928236, -98.8937882130366]",6519
841,"[19.348982397554433, -99.41006897111343]","[19.465912208007513, -99.39932426541715]",2445
842,"[19.348982397554433, -99.41006897111343]","[19.431952396894207, -99.11159226862561]",4632
843,"[19.348982397554433, -99.41006897111343]","[19.293661871392363, -99.29865490593097]",2841
844,"[19.348982397554433, -99.41006897111343]","[19.3065061616201, -99.39325293491389]",1405
845,"[19.348982397554433, -99.41006897111343]","[19.262283454737926, -99.0840595002207]",4907
846,"[19.348982397554433, -99.41006897111343]","[19.267786613473948, -99.28242028807253]",4668
847,"[19.348982397554433, -99.41006897111343]","[19.328031981687346, -99.21520730064226]",3135
848,"[19.348982397554433, -99.41006897111343]","[19.306508838764096, -99.14526157993895]",3845
849,"[19.348982397554433, -99.41006897111343]","[19.33869584784552, -98.99391380497931]",5628
850,"[19.348982397554433, -99.41006897111343]","[19.495324153398418, -99.20701076318234]",4054
851,"[19.348982397554433, -99.41006897111343]","[19.483650773936038, -99.35386434085099]",3750
852,"[19.348982397554433, -99.41006897111343]","[19.485792124760632, -98.98047408784863]",5971
853,"[19.348982397554433, -99.41006897111343]","[19.474512134238832, -99.38042490106275]",4457
854,"[19.348982397554433, -99.41006897111343]","[19.226021457671923, -99.06484388336412]",5791
855,"[19.390355974676364, -99.0435674876742]","[19.401774570971646, -99.13377210325966]",1388
856,"[19.390355974676364, -99.0435674876742]","[19.351671178252396, -98.94924235289035]",1683
857,"[19.390355974676364, -99.0435674876742]","[19.548575142493583, -99.37652508939676]",5637
858,"[19.390355974676364, -99.0435674876742]","[19.305285452158095, -99.39848815802986]",3901
859,"[19.390355974676364, -99.0435674876742]","[19.558083310147587, -99.36167145413054]",6248
860,"[19.390355974676364, -99.0435674876742]","[19.426591104675204, -99.04418893786857]",936
861,"[19.390355974676364, -99.0435674876742]","[19.23446706792206, -98.89768460764665]",3068
862,"[19.390355974676364, -99.0435674876742]","[19.40323083429086, -99.21244696325431]",2151
863,"[19.390355974676364, -99.0435674876742]","[19.200480785694886, -99.06857299540648]",4481
864,"[19.390355974676364, -99.0435674876742]","[19.344505860824373, -99.41412558420897]",4436
865,"[19.390355974676364, -99.0435674876742]","[19.215753641338598, -99.28784104799603]",4984
866,"[19.390355974676364, -99.0435674876742]","[19.24683845748336, -99.16126488643575]",3006
867,"[19.390355974676364, -99.0435674876742]","[19.46402657190602, -99.40537685887924]",5158
868,"[19.390355974676364, -99.0435674876742]","[19.51300807969795, -99.09908971871336]",2187
869,"[19.390355974676364, -99.0435674876742]","[19.395573146114494, -99.02745525551764]",526
870,"[19.390355974676364, -99.0435674876742]","[19.331528330318065, -98.95977721631968]",1787
871,"[19.390355974676364, -99.0435674876742]","[19.403378299014182, -98.90786505654526]",2670
872,"[19.390355974676364, -99.0435674876742]","[19.302691102166445, -99.1503164683647]",2172
873,"[19.390355974676364, -99.0435674876742]","[19.55346843309786, -99.09301184954363]",3581
874,"[19.390355974676364, -99.0435674876742]","[19.368244338285994, -99.18597834552118]",1879
875,"[19.390355974676364, -99.0435674876742]","[19.527845824899295, -98.88916567643976]",2693
876,"[19.390355974676364, -99.0435674876742]","[19.433791636511348, -99.03026835731171]",1081
877,"[19.390355974676364, -99.0435674876742]","[19.497206150321375, -99.09281546705141]",2083
878,"[19.390355974676364, -99.0435674876742]","[19.309437134330768, -99.16548155568837]",2446
879,"[19.390355974676364, -99.0435674876742]","[19.24660725229904, -98.91261159582325]",2535
880,"[19.390355974676364, -99.0435674876742]","[19.216767628615436, -99.20382009440948]",4165
881,"[19.390355974676364, -99.0435674876742]","[19.24366307743769, -99.37410378989058]",4052
882,"[19.390355974676364, -99.0435674876742]","[19.230187704759373, -99.19245863465683]",3581
883,"[19.390355974676364, -99.0435674876742]","[19.288005908707827, -99.13134020603029]",2060
884,"[19.390355974676364, -99.0435674876742]","[19.31276644796084, -99.25649244905321]",3377
885,"[19.390355974676364, -99.0435674876742]","[19.54353502594405, -99.15314941659909]",2762
886,"[19.390355974676364, -99.0435674876742]","[19.443585462844418, -99.19964300755342]",2354
887,"[19.390355974676364, -99.0435674876742]","[19.400198487232096, -99.253841107874]",2948
888,"[19.390355974676364, -99.0435674876742]","[19.210003017001746, -99.37239974791837]",5926
889,"[19.390355974676364, -99.0435674876742]","[19.371642414581164, -99.2880756962674]",3188
890,"[19.390355974676364, -99.0435674876742]","[19.513652688390795, -99.42268188847717]",5060
891,"[19.390355974676364, -99.0435674876742]","[19.394717011022145, -99.06394165309631]",776
892,"[19.390355974676364, -99.0435674876742]","[19.533143078706075, -99.24848762553006]",3642
893,"[19.390355974676364, -99.0435674876742]","[19.32225543254924, -99.16119649805853]",2197
894,"[19.390355974676364, -99.0435674876742]","[19.283233143613977, -99.38244708305169]",3745
895,"[19.390355974676364, -99.0435674876742]","[19.21726790349794, -99.32291114051043]",5302
896,"[19.390355974676364, -99.0435674876742]","[19.576890751979587, -99.05542416734598]",3223
897,"[19.390355974676364, -99.0435674876742]","[19.52439810239925, -99.27650785811961]",3243
898,"[19.390355974676364, -99.0435674876742]","[19.224898463487445, -99.24117238947034]",4468
899,"[19.390355974676364, -99.0435674876742]","[19.34732888152316, -99.26713604804236]",3145
900,"[19.390355974676364, -99.0435674876742]","[19.28635405427697, -99.01378764315798]",2210
901,"[19.390355974676364, -99.0435674876742]","[19.53511504704348, -98.97984672757082]",2995
902,"[19.390355974676364, -99.0435674876742]","[19.250817894650115, -99.25583556469013]",4057
903,"[19.390355974676364, -99.0435674876742]","[19.43308341504041, -99.33368387654899]",3549
904,"[19.390355974676364, -99.0435674876742]","[19.38101255009176, -99.19348543899147]",1789
905,"[19.390355974676364, -99.0435674876742]","[19.40159581833263, -99.13649229548915]",1412
906,"[19.390355974676364, -99.0435674876742]","[19.299795680691915, -99.19771371374877]",2567
907,"[19.390355974676364, -99.0435674876742]","[19.373737396301504, -99.21457092202904]",2357
908,"[19.390355974676364, -99.0435674876742]","[19.33954768146602, -99.37505054799445]",4878
909,"[19.390355974676364, -99.0435674876742]","[19.468374993447767, -99.33004489823131]",4526
910,"[19.390355974676364, -99.0435674876742]","[19.373907586588626, -98.9863277974932]",1401
911,"[19.390355974676364, -99.0435674876742]","[19.31523404548342, -98.92532990607914]",2225
912,"[19.390355974676364, -99.0435674876742]","[19.212677047683112, -99.302143970052]",5274
913,"[19.390355974676364, -99.0435674876742]","[19.218224670083124, -98.9957387869367]",3544
914,"[19.390355974676364, -99.0435674876742]","[19.57736498006908, -99.07914036065755]",3758
915,"[19.390355974676364, -99.0435674876742]","[19.573237731013197, -99.13951920436632]",4201
916,"[19.390355974676364, -99.0435674876742]","[19.541044713648574, -99.21832894438758]",3007
917,"[19.390355974676364, -99.0435674876742]","[19.328139833987972, -99.26328027892764]",3571
918,"[19.390355974676364, -99.0435674876742]","[19.260036669744057, -99.39534166191987]",4940
919,"[19.390355974676364, -99.0435674876742]","[19.576540463402644, -99.28658210802875]",4606
920,"[19.390355974676364, -99.0435674876742]","[19.238716305928236, -98.8937882130366]",2407
921,"[19.390355974676364, -99.0435674876742]","[19.465912208007513, -99.39932426541715]",5158
922,"[19.390355974676364, -99.0435674876742]","[19.431952396894207, -99.11159226862561]",1361
923,"[19.390355974676364, -99.0435674876742]","[19.293661871392363, -99.29865490593097]",3795
924,"[19.390355974676364, -99.0435674876742]","[19.3065061616201, -99.39325293491389]",3644
925,"[19.390355974676364, -99.0435674876742]","[19.262283454737926, -99.0840595002207]",3265
926,"[19.390355974676364, -99.0435674876742]","[19.267786613473948, -99.28242028807253]",4252
927,"[19.390355974676364, -99.0435674876742]","[19.328031981687346, -99.21520730064226]",2361
928,"[19.390355974676364, -99.0435674876742]","[19.306508838764096, -99.14526157993895]",2027
929,"[19.390355974676364, -99.0435674876742]","[19.33869584784552, -98.99391380497931]",1515
930,"[19.390355974676364, -99.0435674876742]","[19.495324153398418, -99.20701076318234]",2920
931,"[19.390355974676364, -99.0435674876742]","[19.483650773936038, -99.35386434085099]",4270
932,"[19.390355974676364, -99.0435674876742]","[19.485792124760632, -98.98047408784863]",2311
933,"[19.390355974676364, -99.0435674876742]","[19.474512134238832, -99.38042490106275]",4977
934,"[19.390355974676364, -99.0435674876742]","[19.226021457671923, -99.06484388336412]",4149
935,"[19.401774570971646, -99.13377210325966]","[19.351671178252396, -98.94924235289035]",2130
936,"[19.401774570971646, -99.13377210325966]","[19.548575142493583, -99.37652508939676]",4734
937,"[19.401774570971646, -99.13377210325966]","[19.305285452158095, -99.39848815802986]",2999
938,"[19.401774570971646, -99.13377210325966]","[19.558083310147587, -99.36167145413054]",5345
939,"[19.401774570971646, -99.13377210325966]","[19.426591104675204, -99.04418893786857]",1364
940,"[19.401774570971646, -99.13377210325966]","[19.23446706792206, -98.89768460764665]",3515
941,"[19.401774570971646, -99.13377210325966]","[19.40323083429086, -99.21244696325431]",1248
942,"[19.401774570971646, -99.13377210325966]","[19.200480785694886, -99.06857299540648]",4086
943,"[19.401774570971646, -99.13377210325966]","[19.344505860824373, -99.41412558420897]",3533
944,"[19.401774570971646, -99.13377210325966]","[19.215753641338598, -99.28784104799603]",4080
945,"[19.401774570971646, -99.13377210325966]","[19.24683845748336, -99.16126488643575]",2243
946,"[19.401774570971646, -99.13377210325966]","[19.46402657190602, -99.40537685887924]",4255
947,"[19.401774570971646, -99.13377210325966]","[19.51300807969795, -99.09908971871336]",1795
948,"[19.401774570971646, -99.13377210325966]","[19.395573146114494, -99.02745525551764]",1440
949,"[19.401774570971646, -99.13377210325966]","[19.331528330318065, -98.95977721631968]",2234
950,"[19.401774570971646, -99.13377210325966]","[19.403378299014182, -98.90786505654526]",3117
951,"[19.401774570971646, -99.13377210325966]","[19.302691102166445, -99.1503164683647]",1409
952,"[19.401774570971646, -99.13377210325966]","[19.55346843309786, -99.09301184954363]",3139
953,"[19.401774570971646, -99.13377210325966]","[19.368244338285994, -99.18597834552118]",1206
954,"[19.401774570971646, -99.13377210325966]","[19.527845824899295, -98.88916567643976]",2688
955,"[19.401774570971646, -99.13377210325966]","[19.433791636511348, -99.03026835731171]",1758
956,"[19.401774570971646, -99.13377210325966]","[19.497206150321375, -99.09281546705141]",1791
957,"[19.401774570971646, -99.13377210325966]","[19.309437134330768, -99.16548155568837]",1793
958,"[19.401774570971646, -99.13377210325966]","[19.24660725229904, -98.91261159582325]",2982
959,"[19.401774570971646, -99.13377210325966]","[19.216767628615436, -99.20382009440948]",3401
960,"[19.401774570971646, -99.13377210325966]","[19.24366307743769, -99.37410378989058]",3149
961,"[19.401774570971646, -99.13377210325966]","[19.230187704759373, -99.19245863465683]",2817
962,"[19.401774570971646, -99.13377210325966]","[19.288005908707827, -99.13134020603029]",1704
963,"[19.401774570971646, -99.13377210325966]","[19.31276644796084, -99.25649244905321]",2474
964,"[19.401774570971646, -99.13377210325966]","[19.54353502594405, -99.15314941659909]",2398
965,"[19.401774570971646, -99.13377210325966]","[19.443585462844418, -99.19964300755342]",1616
966,"[19.401774570971646, -99.13377210325966]","[19.400198487232096, -99.253841107874]",2045
967,"[19.401774570971646, -99.13377210325966]","[19.210003017001746, -99.37239974791837]",5024
968,"[19.401774570971646, -99.13377210325966]","[19.371642414581164, -99.2880756962674]",2285
969,"[19.401774570971646, -99.13377210325966]","[19.513652688390795, -99.42268188847717]",4157
970,"[19.401774570971646, -99.13377210325966]","[19.394717011022145, -99.06394165309631]",926
971,"[19.401774570971646, -99.13377210325966]","[19.533143078706075, -99.24848762553006]",2739
972,"[19.401774570971646, -99.13377210325966]","[19.32225543254924, -99.16119649805853]",1434
973,"[19.401774570971646, -99.13377210325966]","[19.283233143613977, -99.38244708305169]",2842
974,"[19.401774570971646, -99.13377210325966]","[19.21726790349794, -99.32291114051043]",4398
975,"[19.401774570971646, -99.13377210325966]","[19.576890751979587, -99.05542416734598]",2833
976,"[19.401774570971646, -99.13377210325966]","[19.52439810239925, -99.27650785811961]",2340
977,"[19.401774570971646, -99.13377210325966]","[19.224898463487445, -99.24117238947034]",3564
978,"[19.401774570971646, -99.13377210325966]","[19.34732888152316, -99.26713604804236]",2242
979,"[19.401774570971646, -99.13377210325966]","[19.28635405427697, -99.01378764315798]",2657
980,"[19.401774570971646, -99.13377210325966]","[19.53511504704348, -98.97984672757082]",2990
981,"[19.401774570971646, -99.13377210325966]","[19.250817894650115, -99.25583556469013]",3154
982,"[19.401774570971646, -99.13377210325966]","[19.43308341504041, -99.33368387654899]",2646
983,"[19.401774570971646, -99.13377210325966]","[19.38101255009176, -99.19348543899147]",886
984,"[19.401774570971646, -99.13377210325966]","[19.40159581833263, -99.13649229548915]",307
985,"[19.401774570971646, -99.13377210325966]","[19.299795680691915, -99.19771371374877]",1664
986,"[19.401774570971646, -99.13377210325966]","[19.373737396301504, -99.21457092202904]",1454
987,"[19.401774570971646, -99.13377210325966]","[19.33954768146602, -99.37505054799445]",3975
988,"[19.401774570971646, -99.13377210325966]","[19.468374993447767, -99.33004489823131]",3623
989,"[19.401774570971646, -99.13377210325966]","[19.373907586588626, -98.9863277974932]",1905
990,"[19.401774570971646, -99.13377210325966]","[19.31523404548342, -98.92532990607914]",2672
991,"[19.401774570971646, -99.13377210325966]","[19.212677047683112, -99.302143970052]",4371
992,"[19.401774570971646, -99.13377210325966]","[19.218224670083124, -98.9957387869367]",3991
993,"[19.401774570971646, -99.13377210325966]","[19.57736498006908, -99.07914036065755]",3494
994,"[19.401774570971646, -99.13377210325966]","[19.573237731013197, -99.13951920436632]",3837
995,"[19.401774570971646, -99.13377210325966]","[19.541044713648574, -99.21832894438758]",2244
996,"[19.401774570971646, -99.13377210325966]","[19.328139833987972, -99.26328027892764]",2668
997,"[19.401774570971646, -99.13377210325966]","[19.260036669744057, -99.39534166191987]",4037
998,"[19.401774570971646, -99.13377210325966]","[19.576540463402644, -99.28658210802875]",3655
999,"[19.401774570971646, -99.13377210325966]","[19.238716305928236, -98.8937882130366]",2854
1000,"[19.401774570971646, -99.13377210325966]","[19.465912208007513, -99.39932426541715]",4255
1001,"[19.401774570971646, -99.13377210325966]","[19.431952396894207, -99.11159226862561]",967
1002,"[19.401774570971646, -99.13377210325966]","[19.293661871392363, -99.29865490593097]",2892
1003,"[19.401774570971646, -99.13377210325966]","[19.3065061616201, -99.39325293491389]",2741
1004,"[19.401774570971646, -99.13377210325966]","[19.262283454737926, -99.0840595002207]",2870
1005,"[19.401774570971646, -99.13377210325966]","[19.267786613473948, -99.28242028807253]",3349
1006,"[19.401774570971646, -99.13377210325966]","[19.328031981687346, -99.21520730064226]",1458
1007,"[19.401774570971646, -99.13377210325966]","[19.306508838764096, -99.14526157993895]",1263
1008,"[19.401774570971646, -99.13377210325966]","[19.33869584784552, -98.99391380497931]",1962
1009,"[19.401774570971646, -99.13377210325966]","[19.495324153398418, -99.20701076318234]",2325
1010,"[19.401774570971646, -99.13377210325966]","[19.483650773936038, -99.35386434085099]",3367
1011,"[19.401774570971646, -99.13377210325966]","[19.485792124760632, -98.98047408784863]",2305
1012,"[19.401774570971646, -99.13377210325966]","[19.474512134238832, -99.38042490106275]",4074
1013,"[19.401774570971646, -99.13377210325966]","[19.226021457671923, -99.06484388336412]",3754
1014,"[19.351671178252396, -98.94924235289035]","[19.548575142493583, -99.37652508939676]",4734
1015,"[19.351671178252396, -98.94924235289035]","[19.305285452158095, -99.39848815802986]",5172
1016,"[19.351671178252396, -98.94924235289035]","[19.558083310147587, -99.36167145413054]",7518
1017,"[19.351671178252396, -98.94924235289035]","[19.426591104675204, -99.04418893786857]",2188
1018,"[19.351671178252396, -98.94924235289035]","[19.23446706792206, -98.89768460764665]",3213
1019,"[19.351671178252396, -98.94924235289035]","[19.40323083429086, -99.21244696325431]",3421
1020,"[19.351671178252396, -98.94924235289035]","[19.200480785694886, -99.06857299540648]",4709
1021,"[19.351671178252396, -98.94924235289035]","[19.344505860824373, -99.41412558420897]",5706
1022,"[19.351671178252396, -98.94924235289035]","[19.215753641338598, -99.28784104799603]",6065
1023,"[19.351671178252396, -98.94924235289035]","[19.24683845748336, -99.16126488643575]",4202
1024,"[19.351671178252396, -98.94924235289035]","[19.46402657190602, -99.40537685887924]",6428
1025,"[19.351671178252396, -98.94924235289035]","[19.51300807969795, -99.09908971871336]",3457
1026,"[19.351671178252396, -98.94924235289035]","[19.395573146114494, -99.02745525551764]",1602
1027,"[19.351671178252396, -98.94924235289035]","[19.331528330318065, -98.95977721631968]",1052
1028,"[19.351671178252396, -98.94924235289035]","[19.403378299014182, -98.90786505654526]",1525
1029,"[19.351671178252396, -98.94924235289035]","[19.302691102166445, -99.1503164683647]",3442
1030,"[19.351671178252396, -98.94924235289035]","[19.55346843309786, -99.09301184954363]",4851
