,0,1,2
2265,"[19.368244338285994, -99.18597834552118]","[19.527845824899295, -98.88916567643976]",3444
2266,"[19.368244338285994, -99.18597834552118]","[19.433791636511348, -99.03026835731171]",2486
2267,"[19.368244338285994, -99.18597834552118]","[19.497206150321375, -99.09281546705141]",2443
2268,"[19.368244338285994, -99.18597834552118]","[19.309437134330768, -99.16548155568837]",1407
2269,"[19.368244338285994, -99.18597834552118]","[19.24660725229904, -98.91261159582325]",3709
2270,"[19.368244338285994, -99.18597834552118]","[19.216767628615436, -99.20382009440948]",3177
2271,"[19.368244338285994, -99.18597834552118]","[19.24366307743769, -99.37410378989058]",2883
2272,"[19.368244338285994, -99.18597834552118]","[19.230187704759373, -99.19245863465683]",2593
2273,"[19.368244338285994, -99.18597834552118]","[19.288005908707827, -99.13134020603029]",1480
2274,"[19.368244338285994, -99.18597834552118]","[19.31276644796084, -99.25649244905321]",1829
2275,"[19.368244338285994, -99.18597834552118]","[19.54353502594405, -99.15314941659909]",2841
2276,"[19.368244338285994, -99.18597834552118]","[19.443585462844418, -99.19964300755342]",1431
2277,"[19.368244338285994, -99.18597834552118]","[19.400198487232096, -99.253841107874]",1681
2278,"[19.368244338285994, -99.18597834552118]","[19.210003017001746, -99.37239974791837]",4757
2279,"[19.368244338285994, -99.18597834552118]","[19.371642414581164, -99.2880756962674]",2019
2280,"[19.368244338285994, -99.18597834552118]","[19.513652688390795, -99.42268188847717]",3602
2281,"[19.368244338285994, -99.18597834552118]","[19.394717011022145, -99.06394165309631]",1654
2282,"[19.368244338285994, -99.18597834552118]","[19.533143078706075, -99.24848762553006]",2333
2283,"[19.368244338285994, -99.18597834552118]","[19.32225543254924, -99.16119649805853]",1210
2284,"[19.368244338285994, -99.18597834552118]","[19.283233143613977, -99.38244708305169]",2576
2285,"[19.368244338285994, -99.18597834552118]","[19.21726790349794, -99.32291114051043]",3733
2286,"[19.368244338285994, -99.18597834552118]","[19.576890751979587, -99.05542416734598]",3162
2287,"[19.368244338285994, -99.18597834552118]","[19.52439810239925, -99.27650785811961]",1785
2288,"[19.368244338285994, -99.18597834552118]","[19.224898463487445, -99.24117238947034]",2899
2289,"[19.368244338285994, -99.18597834552118]","[19.34732888152316, -99.26713604804236]",1558
2290,"[19.368244338285994, -99.18597834552118]","[19.28635405427697, -99.01378764315798]",2962
2291,"[19.368244338285994, -99.18597834552118]","[19.53511504704348, -98.97984672757082]",3746
2292,"[19.368244338285994, -99.18597834552118]","[19.250817894650115, -99.25583556469013]",2489
2293,"[19.368244338285994, -99.18597834552118]","[19.43308341504041, -99.33368387654899]",2338
2294,"[19.368244338285994, -99.18597834552118]","[19.38101255009176, -99.19348543899147]",726
2295,"[19.368244338285994, -99.18597834552118]","[19.40159581833263, -99.13649229548915]",804
2296,"[19.368244338285994, -99.18597834552118]","[19.299795680691915, -99.19771371374877]",1029
2297,"[19.368244338285994, -99.18597834552118]","[19.373737396301504, -99.21457092202904]",994
2298,"[19.368244338285994, -99.18597834552118]","[19.33954768146602, -99.37505054799445]",3709
2299,"[19.368244338285994, -99.18597834552118]","[19.468374993447767, -99.33004489823131]",3068
2300,"[19.368244338285994, -99.18597834552118]","[19.373907586588626, -98.9863277974932]",2632
2301,"[19.368244338285994, -99.18597834552118]","[19.31523404548342, -98.92532990607914]",3400
2302,"[19.368244338285994, -99.18597834552118]","[19.212677047683112, -99.302143970052]",3706
2303,"[19.368244338285994, -99.18597834552118]","[19.218224670083124, -98.9957387869367]",4576
2304,"[19.368244338285994, -99.18597834552118]","[19.57736498006908, -99.07914036065755]",3824
2305,"[19.368244338285994, -99.18597834552118]","[19.573237731013197, -99.13951920436632]",3947
2306,"[19.368244338285994, -99.18597834552118]","[19.541044713648574, -99.21832894438758]",1936
2307,"[19.368244338285994, -99.18597834552118]","[19.328139833987972, -99.26328027892764]",2089
2308,"[19.368244338285994, -99.18597834552118]","[19.260036669744057, -99.39534166191987]",3771
2309,"[19.368244338285994, -99.18597834552118]","[19.576540463402644, -99.28658210802875]",3347
2310,"[19.368244338285994, -99.18597834552118]","[19.238716305928236, -98.8937882130366]",3582
2311,"[19.368244338285994, -99.18597834552118]","[19.465912208007513, -99.39932426541715]",3947
2312,"[19.368244338285994, -99.18597834552118]","[19.431952396894207, -99.11159226862561]",1804
2313,"[19.368244338285994, -99.18597834552118]","[19.293661871392363, -99.29865490593097]",2626
2314,"[19.368244338285994, -99.18597834552118]","[19.3065061616201, -99.39325293491389]",2475
2315,"[19.368244338285994, -99.18597834552118]","[19.262283454737926, -99.0840595002207]",2646
2316,"[19.368244338285994, -99.18597834552118]","[19.267786613473948, -99.28242028807253]",2638
2317,"[19.368244338285994, -99.18597834552118]","[19.328031981687346, -99.21520730064226]",738
2318,"[19.368244338285994, -99.18597834552118]","[19.306508838764096, -99.14526157993895]",1039
2319,"[19.368244338285994, -99.18597834552118]","[19.33869584784552, -98.99391380497931]",2690
2320,"[19.368244338285994, -99.18597834552118]","[19.495324153398418, -99.20701076318234]",1832
2321,"[19.368244338285994, -99.18597834552118]","[19.483650773936038, -99.35386434085099]",2812
2322,"[19.368244338285994, -99.18597834552118]","[19.485792124760632, -98.98047408784863]",3061
2323,"[19.368244338285994, -99.18597834552118]","[19.474512134238832, -99.38042490106275]",3519
2324,"[19.368244338285994, -99.18597834552118]","[19.226021457671923, -99.06484388336412]",3530
2325,"[19.527845824899295, -98.88916567643976]","[19.433791636511348, -99.03026835731171]",2292
2326,"[19.527845824899295, -98.88916567643976]","[19.497206150321375, -99.09281546705141]",2451
2327,"[19.527845824899295, -98.88916567643976]","[19.309437134330768, -99.16548155568837]",4404
2328,"[19.527845824899295, -98.88916567643976]","[19.24660725229904, -98.91261159582325]",3359
2329,"[19.527845824899295, -98.88916567643976]","[19.216767628615436, -99.20382009440948]",6012
2330,"[19.527845824899295, -98.88916567643976]","[19.24366307743769, -99.37410378989058]",5599
2331,"[19.527845824899295, -98.88916567643976]","[19.230187704759373, -99.19245863465683]",5428
2332,"[19.527845824899295, -98.88916567643976]","[19.288005908707827, -99.13134020603029]",4136
2333,"[19.527845824899295, -98.88916567643976]","[19.31276644796084, -99.25649244905321]",5085
2334,"[19.527845824899295, -98.88916567643976]","[19.54353502594405, -99.15314941659909]",3727
2335,"[19.527845824899295, -98.88916567643976]","[19.443585462844418, -99.19964300755342]",3370
2336,"[19.527845824899295, -98.88916567643976]","[19.400198487232096, -99.253841107874]",4483
2337,"[19.527845824899295, -98.88916567643976]","[19.210003017001746, -99.37239974791837]",7474
2338,"[19.527845824899295, -98.88916567643976]","[19.371642414581164, -99.2880756962674]",4736
2339,"[19.527845824899295, -98.88916567643976]","[19.513652688390795, -99.42268188847717]",5961
2340,"[19.527845824899295, -98.88916567643976]","[19.394717011022145, -99.06394165309631]",2546
2341,"[19.527845824899295, -98.88916567643976]","[19.533143078706075, -99.24848762553006]",4462
2342,"[19.527845824899295, -98.88916567643976]","[19.32225543254924, -99.16119649805853]",4045
2343,"[19.527845824899295, -98.88916567643976]","[19.283233143613977, -99.38244708305169]",5292
2344,"[19.527845824899295, -98.88916567643976]","[19.21726790349794, -99.32291114051043]",7009
2345,"[19.527845824899295, -98.88916567643976]","[19.576890751979587, -99.05542416734598]",2577
2346,"[19.527845824899295, -98.88916567643976]","[19.52439810239925, -99.27650785811961]",4324
2347,"[19.527845824899295, -98.88916567643976]","[19.224898463487445, -99.24117238947034]",6175
2348,"[19.527845824899295, -98.88916567643976]","[19.34732888152316, -99.26713604804236]",4660
2349,"[19.527845824899295, -98.88916567643976]","[19.28635405427697, -99.01378764315798]",4204
2350,"[19.527845824899295, -98.88916567643976]","[19.53511504704348, -98.97984672757082]",2339
2351,"[19.527845824899295, -98.88916567643976]","[19.250817894650115, -99.25583556469013]",5764
2352,"[19.527845824899295, -98.88916567643976]","[19.43308341504041, -99.33368387654899]",4743
2353,"[19.527845824899295, -98.88916567643976]","[19.38101255009176, -99.19348543899147]",3497
2354,"[19.527845824899295, -98.88916567643976]","[19.40159581833263, -99.13649229548915]",3101
2355,"[19.527845824899295, -98.88916567643976]","[19.299795680691915, -99.19771371374877]",4275
2356,"[19.527845824899295, -98.88916567643976]","[19.373737396301504, -99.21457092202904]",4065
2357,"[19.527845824899295, -98.88916567643976]","[19.33954768146602, -99.37505054799445]",6426
2358,"[19.527845824899295, -98.88916567643976]","[19.468374993447767, -99.33004489823131]",5427
2359,"[19.527845824899295, -98.88916567643976]","[19.373907586588626, -98.9863277974932]",3088
2360,"[19.527845824899295, -98.88916567643976]","[19.31523404548342, -98.92532990607914]",3204
2361,"[19.527845824899295, -98.88916567643976]","[19.212677047683112, -99.302143970052]",6982
2362,"[19.527845824899295, -98.88916567643976]","[19.218224670083124, -98.9957387869367]",4949
2363,"[19.527845824899295, -98.88916567643976]","[19.57736498006908, -99.07914036065755]",3238
2364,"[19.527845824899295, -98.88916567643976]","[19.573237731013197, -99.13951920436632]",4977
2365,"[19.527845824899295, -98.88916567643976]","[19.541044713648574, -99.21832894438758]",3696
2366,"[19.527845824899295, -98.88916567643976]","[19.328139833987972, -99.26328027892764]",5279
2367,"[19.527845824899295, -98.88916567643976]","[19.260036669744057, -99.39534166191987]",6487
2368,"[19.527845824899295, -98.88916567643976]","[19.576540463402644, -99.28658210802875]",5252
2369,"[19.527845824899295, -98.88916567643976]","[19.238716305928236, -98.8937882130366]",3231
2370,"[19.527845824899295, -98.88916567643976]","[19.465912208007513, -99.39932426541715]",6352
2371,"[19.527845824899295, -98.88916567643976]","[19.431952396894207, -99.11159226862561]",2333
2372,"[19.527845824899295, -98.88916567643976]","[19.293661871392363, -99.29865490593097]",5342
2373,"[19.527845824899295, -98.88916567643976]","[19.3065061616201, -99.39325293491389]",5192
2374,"[19.527845824899295, -98.88916567643976]","[19.262283454737926, -99.0840595002207]",5341
2375,"[19.527845824899295, -98.88916567643976]","[19.267786613473948, -99.28242028807253]",5960
2376,"[19.527845824899295, -98.88916567643976]","[19.328031981687346, -99.21520730064226]",4069
2377,"[19.527845824899295, -98.88916567643976]","[19.306508838764096, -99.14526157993895]",3874
2378,"[19.527845824899295, -98.88916567643976]","[19.33869584784552, -98.99391380497931]",3340
2379,"[19.527845824899295, -98.88916567643976]","[19.495324153398418, -99.20701076318234]",3370
2380,"[19.527845824899295, -98.88916567643976]","[19.483650773936038, -99.35386434085099]",5171
2381,"[19.527845824899295, -98.88916567643976]","[19.485792124760632, -98.98047408784863]",1499
2382,"[19.527845824899295, -98.88916567643976]","[19.474512134238832, -99.38042490106275]",5878
2383,"[19.527845824899295, -98.88916567643976]","[19.226021457671923, -99.06484388336412]",6225
2384,"[19.433791636511348, -99.03026835731171]","[19.497206150321375, -99.09281546705141]",2451
2385,"[19.433791636511348, -99.03026835731171]","[19.309437134330768, -99.16548155568837]",3292
2386,"[19.433791636511348, -99.03026835731171]","[19.24660725229904, -98.91261159582325]",3466
2387,"[19.433791636511348, -99.03026835731171]","[19.216767628615436, -99.20382009440948]",4898
2388,"[19.433791636511348, -99.03026835731171]","[19.24366307743769, -99.37410378989058]",4785
2389,"[19.433791636511348, -99.03026835731171]","[19.230187704759373, -99.19245863465683]",4314
2390,"[19.433791636511348, -99.03026835731171]","[19.288005908707827, -99.13134020603029]",2906
2391,"[19.433791636511348, -99.03026835731171]","[19.31276644796084, -99.25649244905321]",4110
2392,"[19.433791636511348, -99.03026835731171]","[19.54353502594405, -99.15314941659909]",3181
2393,"[19.433791636511348, -99.03026835731171]","[19.443585462844418, -99.19964300755342]",2773
2394,"[19.433791636511348, -99.03026835731171]","[19.400198487232096, -99.253841107874]",3681
2395,"[19.433791636511348, -99.03026835731171]","[19.210003017001746, -99.37239974791837]",6660
2396,"[19.433791636511348, -99.03026835731171]","[19.371642414581164, -99.2880756962674]",3921
2397,"[19.433791636511348, -99.03026835731171]","[19.513652688390795, -99.42268188847717]",5544
2398,"[19.433791636511348, -99.03026835731171]","[19.394717011022145, -99.06394165309631]",1317
2399,"[19.433791636511348, -99.03026835731171]","[19.533143078706075, -99.24848762553006]",3975
2400,"[19.433791636511348, -99.03026835731171]","[19.32225543254924, -99.16119649805853]",2931
2401,"[19.433791636511348, -99.03026835731171]","[19.283233143613977, -99.38244708305169]",4478
2402,"[19.433791636511348, -99.03026835731171]","[19.21726790349794, -99.32291114051043]",6148
2403,"[19.433791636511348, -99.03026835731171]","[19.576890751979587, -99.05542416734598]",2745
2404,"[19.433791636511348, -99.03026835731171]","[19.52439810239925, -99.27650785811961]",3727
2405,"[19.433791636511348, -99.03026835731171]","[19.224898463487445, -99.24117238947034]",5314
2406,"[19.433791636511348, -99.03026835731171]","[19.34732888152316, -99.26713604804236]",3878
2407,"[19.433791636511348, -99.03026835731171]","[19.28635405427697, -99.01378764315798]",3142
2408,"[19.433791636511348, -99.03026835731171]","[19.53511504704348, -98.97984672757082]",2516
2409,"[19.433791636511348, -99.03026835731171]","[19.250817894650115, -99.25583556469013]",4903
2410,"[19.433791636511348, -99.03026835731171]","[19.43308341504041, -99.33368387654899]",4145
2411,"[19.433791636511348, -99.03026835731171]","[19.38101255009176, -99.19348543899147]",2523
2412,"[19.433791636511348, -99.03026835731171]","[19.40159581833263, -99.13649229548915]",2146
2413,"[19.433791636511348, -99.03026835731171]","[19.299795680691915, -99.19771371374877]",3300
2414,"[19.433791636511348, -99.03026835731171]","[19.373737396301504, -99.21457092202904]",3090
2415,"[19.433791636511348, -99.03026835731171]","[19.33954768146602, -99.37505054799445]",5612
2416,"[19.433791636511348, -99.03026835731171]","[19.468374993447767, -99.33004489823131]",5010
2417,"[19.433791636511348, -99.03026835731171]","[19.373907586588626, -98.9863277974932]",1953
2418,"[19.433791636511348, -99.03026835731171]","[19.31523404548342, -98.92532990607914]",3157
2419,"[19.433791636511348, -99.03026835731171]","[19.212677047683112, -99.302143970052]",6120
2420,"[19.433791636511348, -99.03026835731171]","[19.218224670083124, -98.9957387869367]",4475
2421,"[19.433791636511348, -99.03026835731171]","[19.57736498006908, -99.07914036065755]",3537
2422,"[19.433791636511348, -99.03026835731171]","[19.573237731013197, -99.13951920436632]",4489
2423,"[19.433791636511348, -99.03026835731171]","[19.541044713648574, -99.21832894438758]",3208
2424,"[19.433791636511348, -99.03026835731171]","[19.328139833987972, -99.26328027892764]",4304
2425,"[19.433791636511348, -99.03026835731171]","[19.260036669744057, -99.39534166191987]",5673
2426,"[19.433791636511348, -99.03026835731171]","[19.576540463402644, -99.28658210802875]",4806
2427,"[19.433791636511348, -99.03026835731171]","[19.238716305928236, -98.8937882130366]",3339
2428,"[19.433791636511348, -99.03026835731171]","[19.465912208007513, -99.39932426541715]",5755
2429,"[19.433791636511348, -99.03026835731171]","[19.431952396894207, -99.11159226862561]",1690
2430,"[19.433791636511348, -99.03026835731171]","[19.293661871392363, -99.29865490593097]",4528
2431,"[19.433791636511348, -99.03026835731171]","[19.3065061616201, -99.39325293491389]",4377
2432,"[19.433791636511348, -99.03026835731171]","[19.262283454737926, -99.0840595002207]",4111
2433,"[19.433791636511348, -99.03026835731171]","[19.267786613473948, -99.28242028807253]",4986
2434,"[19.433791636511348, -99.03026835731171]","[19.328031981687346, -99.21520730064226]",3094
2435,"[19.433791636511348, -99.03026835731171]","[19.306508838764096, -99.14526157993895]",2760
2436,"[19.433791636511348, -99.03026835731171]","[19.33869584784552, -98.99391380497931]",2447
2437,"[19.433791636511348, -99.03026835731171]","[19.495324153398418, -99.20701076318234]",2883
2438,"[19.433791636511348, -99.03026835731171]","[19.483650773936038, -99.35386434085099]",4754
2439,"[19.433791636511348, -99.03026835731171]","[19.485792124760632, -98.98047408784863]",1832
2440,"[19.433791636511348, -99.03026835731171]","[19.474512134238832, -99.38042490106275]",5461
2441,"[19.433791636511348, -99.03026835731171]","[19.226021457671923, -99.06484388336412]",4995
2442,"[19.497206150321375, -99.09281546705141]","[19.309437134330768, -99.16548155568837]",3292
2443,"[19.497206150321375, -99.09281546705141]","[19.24660725229904, -98.91261159582325]",3466
2444,"[19.497206150321375, -99.09281546705141]","[19.216767628615436, -99.20382009440948]",4898
2445,"[19.497206150321375, -99.09281546705141]","[19.24366307743769, -99.37410378989058]",4043
2446,"[19.497206150321375, -99.09281546705141]","[19.230187704759373, -99.19245863465683]",4463
2447,"[19.497206150321375, -99.09281546705141]","[19.288005908707827, -99.13134020603029]",3349
2448,"[19.497206150321375, -99.09281546705141]","[19.31276644796084, -99.25649244905321]",3787
2449,"[19.497206150321375, -99.09281546705141]","[19.54353502594405, -99.15314941659909]",1823
2450,"[19.497206150321375, -99.09281546705141]","[19.443585462844418, -99.19964300755342]",1814
2451,"[19.497206150321375, -99.09281546705141]","[19.400198487232096, -99.253841107874]",2927
2452,"[19.497206150321375, -99.09281546705141]","[19.210003017001746, -99.37239974791837]",5918
2453,"[19.497206150321375, -99.09281546705141]","[19.371642414581164, -99.2880756962674]",3180
2454,"[19.497206150321375, -99.09281546705141]","[19.513652688390795, -99.42268188847717]",4290
2455,"[19.497206150321375, -99.09281546705141]","[19.394717011022145, -99.06394165309631]",2025
2456,"[19.497206150321375, -99.09281546705141]","[19.533143078706075, -99.24848762553006]",2558
2457,"[19.497206150321375, -99.09281546705141]","[19.32225543254924, -99.16119649805853]",3079
2458,"[19.497206150321375, -99.09281546705141]","[19.283233143613977, -99.38244708305169]",3736
2459,"[19.497206150321375, -99.09281546705141]","[19.21726790349794, -99.32291114051043]",5691
2460,"[19.497206150321375, -99.09281546705141]","[19.576890751979587, -99.05542416734598]",1531
2461,"[19.497206150321375, -99.09281546705141]","[19.52439810239925, -99.27650785811961]",2473
2462,"[19.497206150321375, -99.09281546705141]","[19.224898463487445, -99.24117238947034]",4857
2463,"[19.497206150321375, -99.09281546705141]","[19.34732888152316, -99.26713604804236]",3104
2464,"[19.497206150321375, -99.09281546705141]","[19.28635405427697, -99.01378764315798]",3756
2465,"[19.497206150321375, -99.09281546705141]","[19.53511504704348, -98.97984672757082]",2684
2466,"[19.497206150321375, -99.09281546705141]","[19.250817894650115, -99.25583556469013]",4446
2467,"[19.497206150321375, -99.09281546705141]","[19.43308341504041, -99.33368387654899]",3063
2468,"[19.497206150321375, -99.09281546705141]","[19.38101255009176, -99.19348543899147]",2260
2469,"[19.497206150321375, -99.09281546705141]","[19.40159581833263, -99.13649229548915]",2121
2470,"[19.497206150321375, -99.09281546705141]","[19.299795680691915, -99.19771371374877]",2980
2471,"[19.497206150321375, -99.09281546705141]","[19.373737396301504, -99.21457092202904]",2848
2472,"[19.497206150321375, -99.09281546705141]","[19.33954768146602, -99.37505054799445]",4870
2473,"[19.497206150321375, -99.09281546705141]","[19.468374993447767, -99.33004489823131]",3756
2474,"[19.497206150321375, -99.09281546705141]","[19.373907586588626, -98.9863277974932]",2897
2475,"[19.497206150321375, -99.09281546705141]","[19.31523404548342, -98.92532990607914]",3770
2476,"[19.497206150321375, -99.09281546705141]","[19.212677047683112, -99.302143970052]",5663
2477,"[19.497206150321375, -99.09281546705141]","[19.218224670083124, -98.9957387869367]",5089
2478,"[19.497206150321375, -99.09281546705141]","[19.57736498006908, -99.07914036065755]",2096
2479,"[19.497206150321375, -99.09281546705141]","[19.573237731013197, -99.13951920436632]",3073
2480,"[19.497206150321375, -99.09281546705141]","[19.541044713648574, -99.21832894438758]",1792
2481,"[19.497206150321375, -99.09281546705141]","[19.328139833987972, -99.26328027892764]",3883
2482,"[19.497206150321375, -99.09281546705141]","[19.260036669744057, -99.39534166191987]",4932
2483,"[19.497206150321375, -99.09281546705141]","[19.576540463402644, -99.28658210802875]",3390
2484,"[19.497206150321375, -99.09281546705141]","[19.238716305928236, -98.8937882130366]",3863
2485,"[19.497206150321375, -99.09281546705141]","[19.465912208007513, -99.39932426541715]",4672
2486,"[19.497206150321375, -99.09281546705141]","[19.431952396894207, -99.11159226862561]",1294
2487,"[19.497206150321375, -99.09281546705141]","[19.293661871392363, -99.29865490593097]",3786
2488,"[19.497206150321375, -99.09281546705141]","[19.3065061616201, -99.39325293491389]",3636
2489,"[19.497206150321375, -99.09281546705141]","[19.262283454737926, -99.0840595002207]",4516
2490,"[19.497206150321375, -99.09281546705141]","[19.267786613473948, -99.28242028807253]",4595
2491,"[19.497206150321375, -99.09281546705141]","[19.328031981687346, -99.21520730064226]",2696
2492,"[19.497206150321375, -99.09281546705141]","[19.306508838764096, -99.14526157993895]",2909
2493,"[19.497206150321375, -99.09281546705141]","[19.33869584784552, -98.99391380497931]",3061
2494,"[19.497206150321375, -99.09281546705141]","[19.495324153398418, -99.20701076318234]",1466
2495,"[19.497206150321375, -99.09281546705141]","[19.483650773936038, -99.35386434085099]",3500
2496,"[19.497206150321375, -99.09281546705141]","[19.485792124760632, -98.98047408784863]",2000
2497,"[19.497206150321375, -99.09281546705141]","[19.474512134238832, -99.38042490106275]",4207
2498,"[19.497206150321375, -99.09281546705141]","[19.226021457671923, -99.06484388336412]",5400
2499,"[19.309437134330768, -99.16548155568837]","[19.24660725229904, -98.91261159582325]",3991
2500,"[19.309437134330768, -99.16548155568837]","[19.216767628615436, -99.20382009440948]",2604
2501,"[19.309437134330768, -99.16548155568837]","[19.24366307743769, -99.37410378989058]",2903
2502,"[19.309437134330768, -99.16548155568837]","[19.230187704759373, -99.19245863465683]",2020
2503,"[19.309437134330768, -99.16548155568837]","[19.288005908707827, -99.13134020603029]",820
2504,"[19.309437134330768, -99.16548155568837]","[19.31276644796084, -99.25649244905321]",1797
2505,"[19.309437134330768, -99.16548155568837]","[19.54353502594405, -99.15314941659909]",3900
2506,"[19.309437134330768, -99.16548155568837]","[19.443585462844418, -99.19964300755342]",2164
2507,"[19.309437134330768, -99.16548155568837]","[19.400198487232096, -99.253841107874]",2234
2508,"[19.309437134330768, -99.16548155568837]","[19.210003017001746, -99.37239974791837]",4778
2509,"[19.309437134330768, -99.16548155568837]","[19.371642414581164, -99.2880756962674]",2243
2510,"[19.309437134330768, -99.16548155568837]","[19.513652688390795, -99.42268188847717]",4350
2511,"[19.309437134330768, -99.16548155568837]","[19.394717011022145, -99.06394165309631]",2436
2512,"[19.309437134330768, -99.16548155568837]","[19.533143078706075, -99.24848762553006]",3163
2513,"[19.309437134330768, -99.16548155568837]","[19.32225543254924, -99.16119649805853]",391
2514,"[19.309437134330768, -99.16548155568837]","[19.283233143613977, -99.38244708305169]",2596
2515,"[19.309437134330768, -99.16548155568837]","[19.21726790349794, -99.32291114051043]",3487
2516,"[19.309437134330768, -99.16548155568837]","[19.576890751979587, -99.05542416734598]",4016
2517,"[19.309437134330768, -99.16548155568837]","[19.52439810239925, -99.27650785811961]",2615
2518,"[19.309437134330768, -99.16548155568837]","[19.224898463487445, -99.24117238947034]",2653
2519,"[19.309437134330768, -99.16548155568837]","[19.34732888152316, -99.26713604804236]",1519
2520,"[19.309437134330768, -99.16548155568837]","[19.28635405427697, -99.01378764315798]",2260
2521,"[19.309437134330768, -99.16548155568837]","[19.53511504704348, -98.97984672757082]",4592
2522,"[19.309437134330768, -99.16548155568837]","[19.250817894650115, -99.25583556469013]",2243
2523,"[19.309437134330768, -99.16548155568837]","[19.43308341504041, -99.33368387654899]",2874
2524,"[19.309437134330768, -99.16548155568837]","[19.38101255009176, -99.19348543899147]",1555
2525,"[19.309437134330768, -99.16548155568837]","[19.40159581833263, -99.13649229548915]",1578
2526,"[19.309437134330768, -99.16548155568837]","[19.299795680691915, -99.19771371374877]",848
2527,"[19.309437134330768, -99.16548155568837]","[19.373737396301504, -99.21457092202904]",1787
2528,"[19.309437134330768, -99.16548155568837]","[19.33954768146602, -99.37505054799445]",3730
2529,"[19.309437134330768, -99.16548155568837]","[19.468374993447767, -99.33004489823131]",3816
2530,"[19.309437134330768, -99.16548155568837]","[19.373907586588626, -98.9863277974932]",3286
2531,"[19.309437134330768, -99.16548155568837]","[19.31523404548342, -98.92532990607914]",4062
2532,"[19.309437134330768, -99.16548155568837]","[19.212677047683112, -99.302143970052]",3460
2533,"[19.309437134330768, -99.16548155568837]","[19.218224670083124, -98.9957387869367]",3874
2534,"[19.309437134330768, -99.16548155568837]","[19.57736498006908, -99.07914036065755]",4678
2535,"[19.309437134330768, -99.16548155568837]","[19.573237731013197, -99.13951920436632]",4758
2536,"[19.309437134330768, -99.16548155568837]","[19.541044713648574, -99.21832894438758]",2668
2537,"[19.309437134330768, -99.16548155568837]","[19.328139833987972, -99.26328027892764]",1984
2538,"[19.309437134330768, -99.16548155568837]","[19.260036669744057, -99.39534166191987]",3792
2539,"[19.309437134330768, -99.16548155568837]","[19.576540463402644, -99.28658210802875]",4079
2540,"[19.309437134330768, -99.16548155568837]","[19.238716305928236, -98.8937882130366]",4216
2541,"[19.309437134330768, -99.16548155568837]","[19.465912208007513, -99.39932426541715]",4483
2542,"[19.309437134330768, -99.16548155568837]","[19.431952396894207, -99.11159226862561]",2570
2543,"[19.309437134330768, -99.16548155568837]","[19.293661871392363, -99.29865490593097]",2646
2544,"[19.309437134330768, -99.16548155568837]","[19.3065061616201, -99.39325293491389]",2496
2545,"[19.309437134330768, -99.16548155568837]","[19.262283454737926, -99.0840595002207]",1944
2546,"[19.309437134330768, -99.16548155568837]","[19.267786613473948, -99.28242028807253]",2657
2547,"[19.309437134330768, -99.16548155568837]","[19.328031981687346, -99.21520730064226]",1016
2548,"[19.309437134330768, -99.16548155568837]","[19.306508838764096, -99.14526157993895]",694
2549,"[19.309437134330768, -99.16548155568837]","[19.33869584784552, -98.99391380497931]",3043
2550,"[19.309437134330768, -99.16548155568837]","[19.495324153398418, -99.20701076318234]",2749
2551,"[19.309437134330768, -99.16548155568837]","[19.483650773936038, -99.35386434085099]",3560
2552,"[19.309437134330768, -99.16548155568837]","[19.485792124760632, -98.98047408784863]",3908
2553,"[19.309437134330768, -99.16548155568837]","[19.474512134238832, -99.38042490106275]",4267
2554,"[19.309437134330768, -99.16548155568837]","[19.226021457671923, -99.06484388336412]",2828
2555,"[19.24660725229904, -98.91261159582325]","[19.216767628615436, -99.20382009440948]",5914
2556,"[19.24660725229904, -98.91261159582325]","[19.24366307743769, -99.37410378989058]",6295
2557,"[19.24660725229904, -98.91261159582325]","[19.230187704759373, -99.19245863465683]",5330
2558,"[19.24660725229904, -98.91261159582325]","[19.288005908707827, -99.13134020603029]",3695
2559,"[19.24660725229904, -98.91261159582325]","[19.31276644796084, -99.25649244905321]",5189
2560,"[19.24660725229904, -98.91261159582325]","[19.54353502594405, -99.15314941659909]",5044
2561,"[19.24660725229904, -98.91261159582325]","[19.443585462844418, -99.19964300755342]",4636
2562,"[19.24660725229904, -98.91261159582325]","[19.400198487232096, -99.253841107874]",5229
2563,"[19.24660725229904, -98.91261159582325]","[19.210003017001746, -99.37239974791837]",8170
2564,"[19.24660725229904, -98.91261159582325]","[19.371642414581164, -99.2880756962674]",5470
2565,"[19.24660725229904, -98.91261159582325]","[19.513652688390795, -99.42268188847717]",7342
2566,"[19.24660725229904, -98.91261159582325]","[19.394717011022145, -99.06394165309631]",3022
2567,"[19.24660725229904, -98.91261159582325]","[19.533143078706075, -99.24848762553006]",5923
2568,"[19.24660725229904, -98.91261159582325]","[19.32225543254924, -99.16119649805853]",4397
2569,"[19.24660725229904, -98.91261159582325]","[19.283233143613977, -99.38244708305169]",5988
2570,"[19.24660725229904, -98.91261159582325]","[19.21726790349794, -99.32291114051043]",6936
2571,"[19.24660725229904, -98.91261159582325]","[19.576890751979587, -99.05542416734598]",4609
2572,"[19.24660725229904, -98.91261159582325]","[19.52439810239925, -99.27650785811961]",5524
2573,"[19.24660725229904, -98.91261159582325]","[19.224898463487445, -99.24117238947034]",6102
2574,"[19.24660725229904, -98.91261159582325]","[19.34732888152316, -99.26713604804236]",4911
2575,"[19.24660725229904, -98.91261159582325]","[19.28635405427697, -99.01378764315798]",1793
